77.44446	-329.26361902
75.78943	-329.26381352
75.37955	-329.26381437
75.57499	-329.26381723
75.57499	-329.26331356

68.82659	-329.25503820
68.53695	-329.25504367
68.61975	-329.25504456
68.61975	-329.25256427
